Guest_ID,Stay_Duration_Days,Daily_Spend_ADR,Total_Spend
G5857,2,326.44,652.88
G0589,6,127.4,764.38
G2775,5,118.08,590.4
G5030,2,333.67,667.35
G0355,5,109.06,545.31
G4276,1,338.56,338.56
G1131,6,112.57,675.42
G1489,4,123.81,495.25
G5360,1,334.38,334.38
G4954,1,334.74,334.74
G3193,1,339.27,339.27
G3572,1,321.58,321.58
G0261,5,112.62,563.09
G0063,4,114.07,456.26
G5799,2,355.94,711.88
G5902,2,311.36,622.71
G3535,1,342.3,342.3
G1825,6,114.37,686.24
G1798,5,95.51,477.53
G5090,1,354.07,354.07
G4019,2,319.28,638.56
G0685,4,121.03,484.12
G2117,5,131.73,658.67
G1040,7,108.11,756.78
G3951,1,343.02,343.02
G1257,7,106.64,746.48
G4429,2,346.6,693.19
