Guest_ID,Lead_Time_Days,Avg_Daily_Rate_USD,Length_Of_Stay_Days
G_1858,2.6,234.8,1.7
G_2646,87.0,90.6,7.3
G_2244,73.9,156.8,7.8
G_2337,70.4,110.6,5.8
G_951,2.6,250.1,2.1
G_3069,84.1,159.8,9.2
G_1121,4.7,207.9,1.3
G_2598,50.9,151.0,8.3
G_2205,42.6,122.0,7.0
G_420,3.1,186.8,1.0
G_923,3.2,215.1,2.3
G_1255,4.8,229.2,1.6
G_478,3.5,256.3,2.4
G_2036,61.0,169.7,6.3
G_1203,3.2,225.6,2.1
G_2627,65.6,123.2,8.9
G_5774,6.1,80.9,2.5
G_1971,3.9,210.1,2.5
G_3111,45.3,167.0,5.7
G_4019,6.3,70.8,3.1
G_2152,46.7,119.1,5.7
G_3688,68.1,99.5,4.0
G_4917,5.2,85.0,2.1
G_1998,1.7,212.0,1.4
G_4034,4.8,57.8,3.5
G_5884,8.9,85.9,2.9
G_3055,62.1,95.1,8.2
G_1249,3.4,225.7,2.4
G_2193,49.9,128.6,8.6
G_2713,81.5,106.6,4.9
G_993,2.6,221.8,1.9
G_2191,76.2,142.1,5.7
G_4671,4.8,79.2,1.2
G_3763,44.6,134.0,4.4
G_3598,44.2,129.2,10.8
G_4712,6.7,69.4,2.4
G_1319,2.1,248.0,1.9
G_1864,1.0,214.6,1.1
G_2344,57.5,103.4,5.5
G_2450,65.0,136.6,6.7
G_2137,76.3,111.8,5.2
G_1066,1.3,228.0,1.9
G_5951,3.7,77.6,3.4
G_4228,4.8,72.7,2.5
G_2622,62.9,143.9,7.7
G_078,2.6,250.1,1.0
G_2899,59.4,108.8,6.0
G_4821,7.9,60.1,1.5
G_1315,3.0,211.0,1.7
G_5232,5.3,72.0,3.6
G_873,1.0,167.8,1.4
G_3851,90.0,117.2,7.7
G_5843,5.3,68.3,2.0
G_2966,68.1,99.1,6.7
G_3392,61.2,160.3,7.6
G_2561,55.5,122.0,6.3
G_5877,0.4,72.2,2.3
G_2636,54.1,106.6,5.3
G_3531,78.9,146.2,5.2
G_376,1.8,256.2,2.3
G_1909,1.2,234.6,2.8
G_4430,4.5,85.4,1.5
G_5183,4.4,71.1,2.9
G_5241,1.5,79.1,2.7
G_4028,9.9,67.3,2.1
G_1605,2.3,239.6,2.2
G_1119,3.3,246.2,1.2
G_3678,30.0,161.8,6.5
G_3491,56.0,134.2,5.8
G_5836,8.3,88.7,2.7
G_2959,100.0,149.1,7.5
G_1995,3.5,168.4,2.4
G_5946,5.7,71.1,1.6
G_5207,11.2,79.9,3.8
G_2377,65.4,102.7,8.4
G_1343,3.7,194.3,1.1
G_321,3.1,231.0,2.0
G_1620,4.7,242.4,1.9
G_3714,65.0,123.4,7.4
G_2061,60.7,132.1,7.2
G_2220,80.6,103.3,7.8
G_1674,1.6,240.5,3.4
G_261,1.6,230.9,2.5
G_5292,6.8,83.9,3.7
G_2040,72.3,175.1,10.0
G_4786,6.9,83.9,2.1
G_902,2.4,209.4,1.5
G_3745,65.8,141.4,8.3
G_2027,76.1,107.2,7.4
G_4235,4.7,80.5,1.5
G_1918,2.1,233.7,1.1
G_1829,2.9,249.5,2.1
G_1574,1.0,224.9,1.8
G_4416,4.7,66.5,1.9
G_4750,4.1,64.6,2.5
G_5261,6.2,67.7,2.0
G_4655,5.3,50.0,3.9
G_4209,7.6,66.7,3.8
G_4628,4.3,86.4,2.1
G_225,2.3,203.8,1.3
G_724,4.1,257.0,1.8
G_5379,7.8,81.7,3.2
G_1142,5.1,166.8,2.3
G_2763,64.5,106.2,6.5
G_847,3.4,205.3,1.0
G_4290,3.8,87.8,3.9
G_5043,8.5,58.1,2.3
G_2552,77.4,115.2,4.9
G_2929,59.0,109.9,5.4
G_118,1.2,195.1,1.1
G_646,2.6,200.4,2.8
G_004,5.3,212.3,2.2
G_4171,10.0,62.1,1.6
G_468,4.1,220.9,2.2
G_006,2.6,225.3,2.3
G_920,3.3,252.4,2.6
G_2596,79.9,126.0,7.8
G_4325,6.9,50.0,2.2
G_1064,1.0,206.8,1.3
G_2591,56.8,159.1,6.6
G_243,3.8,269.4,1.7
G_5214,2.0,84.4,3.0
G_1161,1.0,204.8,2.1
G_2871,66.1,151.2,8.9
G_3736,34.9,127.1,6.8
G_2398,40.7,133.4,9.2
G_3518,56.3,153.8,8.2
G_3422,59.8,135.6,7.9
G_2564,82.1,134.2,6.8
G_1606,1.6,200.2,2.1
G_5786,7.2,72.1,2.6
G_2325,52.6,131.3,7.3
G_2710,55.6,112.5,6.2
G_5266,7.3,93.3,3.4
G_1313,5.1,272.2,1.6
G_3449,78.6,122.4,8.4
G_3813,62.3,137.7,6.6
G_5581,5.1,74.5,3.6
G_2363,52.3,103.5,7.4
G_1976,2.4,224.8,1.7
G_3515,42.3,134.2,6.9
G_1762,4.1,219.7,2.3
G_2740,44.6,100.4,4.8
G_5588,5.9,80.8,2.7
G_2473,61.9,116.8,6.3
G_4008,4.9,61.7,3.1
G_4719,8.9,72.5,1.8
G_1494,3.3,206.6,3.0
G_4207,6.7,63.3,3.6
G_2159,61.4,138.7,7.8
G_1170,4.3,209.6,1.4
G_5416,7.0,87.2,2.1
G_233,3.1,170.7,1.7
G_067,2.9,159.0,2.1
G_1604,1.8,220.0,2.5
G_3284,59.4,144.0,6.5
G_3597,36.4,110.5,4.5
G_4633,4.7,72.9,3.4
G_126,6.3,233.7,1.5
G_1297,4.4,261.9,2.0
G_1977,4.7,232.7,2.8
G_5417,0.9,66.7,3.0
G_5374,5.1,76.3,3.2
G_2076,48.4,133.1,6.5
G_4581,5.7,74.4,2.5
G_3087,62.1,170.7,7.3
G_5197,7.7,79.6,3.4
G_3346,44.7,126.8,6.3
G_5819,5.9,83.3,2.9
G_2798,83.6,148.0,6.3
G_919,2.3,222.5,2.7
G_1647,2.7,226.5,1.7
G_5123,3.2,80.9,2.4
G_5127,7.1,79.5,2.7
G_4979,6.0,64.0,2.1
G_4622,4.9,97.3,2.7
G_365,4.0,204.3,1.7
G_3288,75.7,137.8,5.0
G_2126,48.3,147.7,6.8
G_4124,4.4,68.9,1.6
G_4570,4.1,55.9,3.9
G_526,1.0,232.1,2.6
G_4822,3.6,86.6,1.7
G_056,4.4,199.5,2.1
G_639,1.1,194.2,1.0
G_303,4.1,210.4,1.5
G_2767,92.0,150.3,4.0
G_1277,6.5,249.3,1.3
G_4721,2.3,83.8,1.8
G_2056,82.5,139.3,7.7
G_5146,5.9,65.2,2.8
G_4433,1.8,89.5,2.0
G_3645,74.2,125.7,7.8
G_4144,8.2,74.6,2.3
G_2879,55.5,141.3,5.0
G_4203,2.4,61.7,1.9
G_2287,44.4,133.0,6.9
G_2262,71.6,164.4,8.3
G_2297,46.1,169.5,4.0
G_1754,1.0,208.8,1.3
G_1969,2.7,270.4,2.2
G_5203,3.8,62.1,1.7
G_3118,54.5,144.6,6.9
G_2394,50.0,123.1,6.5
G_524,3.9,212.2,3.0
G_3901,37.7,148.7,7.9
G_5712,2.9,80.4,3.0
G_4700,4.0,60.5,3.3
G_5490,3.8,76.1,2.6
G_3123,52.8,143.6,8.0
G_4157,5.2,94.4,2.0
G_1970,4.7,252.3,1.7
G_672,1.0,234.6,1.2
G_4189,2.1,55.4,2.5
G_667,2.6,241.2,1.7
G_5533,8.4,81.1,2.2
G_1888,3.6,215.9,1.6
G_3267,73.1,125.1,7.4
G_281,3.2,176.9,3.0
G_1720,2.3,217.3,1.0
G_2948,73.5,133.7,8.2
G_4456,4.0,53.0,2.8
G_900,1.8,227.2,2.3
G_5815,4.4,77.6,2.9
G_761,2.1,235.7,1.4
G_1907,1.0,253.1,1.9
G_4043,4.8,87.9,1.8
G_3824,64.3,120.8,8.9
G_4139,3.2,51.1,2.9
G_3819,53.3,108.2,7.2
G_4301,5.5,76.4,2.4
G_2594,50.7,132.7,8.3
G_4165,8.1,64.6,2.1
G_3032,52.0,125.2,7.9
G_3580,38.6,123.2,5.9
G_2833,42.7,120.3,6.2
G_3473,41.5,92.8,5.3
G_138,2.5,258.7,2.2
G_4893,2.3,80.7,2.8
G_2181,74.5,80.0,4.9
G_2129,47.8,126.4,7.2
G_3178,45.5,119.3,8.4
G_4855,2.7,79.4,2.8
G_4638,6.7,72.1,1.9
G_5116,3.8,68.7,2.0
G_5224,4.7,63.6,2.7
G_4262,4.8,74.2,3.2
G_4345,3.2,62.8,1.9
G_1332,4.8,181.4,1.9
G_2018,62.9,115.2,7.7
G_4543,4.4,75.4,2.7
G_2483,46.7,168.3,5.0
G_1359,1.0,231.5,1.1
G_1330,3.9,240.9,1.1
G_5909,3.6,86.9,3.1
G_2151,88.4,139.3,7.1
G_4531,5.0,71.8,2.6
G_2123,48.6,138.4,8.0
G_4674,4.7,66.7,2.3
G_3982,52.4,119.9,6.6
G_1253,1.0,236.0,1.8
G_3279,58.8,120.7,7.6
G_3375,67.1,113.8,5.3
G_2815,38.6,136.3,6.3
G_4720,3.1,80.3,3.0
G_1849,4.5,216.3,1.5
G_4859,5.0,66.3,2.3
G_3038,46.0,156.9,7.6
G_389,4.4,242.3,2.1
G_236,4.0,238.3,1.4
G_1078,2.4,233.8,2.5
G_1985,4.4,226.1,2.8
G_4364,4.0,60.6,1.0
G_3963,48.3,143.8,5.2
G_771,4.1,214.9,2.0
G_2166,50.8,180.0,7.8
G_4534,7.2,84.2,4.2
G_674,2.4,206.5,1.5
G_250,3.6,243.0,2.0
G_1575,3.7,188.2,1.5
G_3420,56.3,125.0,8.3
G_2082,64.8,152.8,5.0
G_1824,2.0,224.6,2.6
G_5551,6.6,57.4,2.5
G_5739,4.8,75.7,2.4
G_4545,3.7,86.8,1.5
G_717,3.2,235.6,3.2
G_5345,5.3,70.4,2.3
G_5600,5.6,59.9,3.1
G_2049,39.8,104.1,7.7
G_4179,2.0,58.9,3.0
G_4810,5.4,70.9,1.4
G_2725,52.5,127.2,8.0
G_5421,3.2,82.2,2.8
G_1461,2.8,262.4,2.0
G_1669,4.3,216.4,1.1
G_2757,65.2,120.1,6.8
G_2001,43.3,129.3,6.0
G_4572,5.5,61.4,2.9
G_4614,8.1,75.4,2.6
G_405,2.3,261.8,1.9
G_385,1.9,220.8,1.7
G_5386,5.4,83.8,2.1
G_2153,48.4,119.9,6.3
G_1634,4.5,238.6,2.1
G_5495,5.6,64.3,2.1
G_4785,4.3,80.5,2.0
G_3926,69.0,119.6,7.1
G_4159,3.7,87.5,2.6
G_4949,9.0,82.5,2.1
G_224,1.0,215.5,2.6
G_2194,74.4,131.8,7.0
G_3137,50.2,126.1,5.6
G_4470,6.5,73.2,2.7
G_1825,3.3,203.2,1.7
G_5510,8.3,83.2,3.4
G_5125,5.7,74.4,1.0
G_4973,4.5,87.9,2.8
G_798,4.0,175.4,1.0
G_2872,70.0,131.6,7.4
G_010,3.8,243.4,2.3
G_1945,3.9,209.7,2.2
G_1839,3.0,195.8,1.4
G_4805,3.1,80.1,2.9
G_256,2.3,229.1,2.5
G_4486,4.7,68.2,1.6
G_5403,4.9,61.6,3.6
G_1582,4.7,253.3,2.5
G_2957,61.4,106.7,4.0
G_925,4.8,222.3,2.2
G_5548,7.1,74.9,2.6
G_2509,41.7,118.0,7.7
G_5025,5.3,80.0,2.1
G_3776,69.0,161.7,6.0
G_4836,2.8,73.8,2.7
G_4137,4.9,79.4,2.1
G_4965,2.1,76.0,2.2
G_2780,57.5,126.6,7.1
G_540,2.1,221.4,2.4
G_2746,46.2,116.1,6.9
G_5392,5.3,81.5,3.4
G_5477,4.3,75.2,1.0
G_1146,3.0,231.8,2.1
G_5128,4.0,77.7,2.5
G_4469,8.1,56.6,2.3
G_668,5.3,189.2,2.8
G_3020,60.8,143.3,9.0
G_358,2.6,223.6,1.8
G_5064,7.3,70.1,1.7
G_2832,48.7,117.9,7.4
G_2784,56.0,106.7,8.2
G_1354,4.1,221.9,2.6
G_5132,7.4,63.5,3.9
G_471,2.6,246.8,2.2
G_2704,39.0,142.8,8.9
G_3331,104.1,158.2,7.5
G_3638,54.6,159.9,6.6
G_1397,1.0,232.6,2.1
G_3585,69.9,153.0,7.8
G_5380,6.1,63.7,2.4
G_5263,4.4,87.1,2.6
G_3377,67.0,88.7,7.0
G_1257,5.5,198.0,1.8
G_3513,63.3,149.6,6.0
G_1251,3.5,235.1,1.5
G_5763,4.3,88.9,3.1
G_4299,3.4,91.9,1.2
G_3285,78.7,134.0,6.0
G_2934,59.9,110.3,7.2
G_4176,4.3,66.3,1.7
G_5269,4.6,85.0,3.1
G_4911,5.3,71.4,1.6
G_1853,1.2,252.4,2.3
G_5613,2.9,87.3,3.1
G_5842,5.2,66.5,2.2
G_2106,75.9,90.4,6.2
G_134,3.7,234.8,2.6
G_5237,0.7,97.6,1.3
G_5030,5.7,80.5,2.9
G_929,5.3,259.5,1.4
G_824,2.5,184.9,2.0
G_5447,6.4,72.1,2.2
G_1532,1.0,266.4,1.6
G_1215,2.6,238.4,2.2
G_505,2.0,192.9,1.9
G_4286,6.2,54.8,1.6
G_1997,3.0,168.1,2.6
G_3073,39.4,98.0,5.3
G_1959,4.6,247.9,1.8
G_1385,4.1,247.6,2.4
G_895,5.1,232.7,1.5
G_4925,5.9,74.6,2.7
G_456,1.8,257.2,2.1
G_5559,6.3,50.0,2.9
G_3710,46.8,108.5,6.9
G_5534,7.4,60.2,3.3
G_4850,2.8,75.5,3.1
G_4749,5.3,76.1,2.4
G_4269,3.2,78.8,2.3
G_3523,62.6,149.1,5.2
G_4135,4.2,76.6,1.6
G_3603,67.3,133.8,5.3
G_714,3.6,185.0,2.2
G_4187,5.8,79.4,2.3
G_2215,46.6,119.9,4.1
G_5302,5.1,85.9,1.7
G_2924,49.2,127.5,6.6
G_1811,2.3,195.2,2.6
G_3487,78.4,126.8,4.0
G_3142,65.9,126.5,9.2
G_1828,5.1,232.2,2.0
G_1156,4.5,179.2,2.0
G_1325,3.1,247.6,2.1
G_4313,3.3,71.3,1.0
G_511,3.4,232.0,1.4
G_1681,3.6,192.0,1.5
G_500,1.0,228.5,1.4
G_5438,6.7,93.1,1.2
G_1857,5.1,185.1,1.0
G_1389,3.0,241.5,1.3
G_3720,41.5,117.7,9.6
G_2387,59.6,162.6,5.2
G_3237,56.1,140.7,5.0
G_1541,3.0,228.3,2.8
G_1218,3.4,206.9,1.7
G_2682,64.0,132.1,7.1
G_2994,76.1,93.7,6.4
G_1192,1.0,237.8,2.0
G_5294,6.5,67.3,2.3
G_1543,5.5,242.0,2.6
G_3302,52.3,146.9,7.1
G_3325,67.1,101.1,7.7
G_2540,44.7,142.9,9.8
G_954,5.2,258.0,2.5
G_4847,8.6,81.7,2.3
G_4331,3.2,78.3,3.2
G_733,3.6,234.1,1.5
G_5992,2.7,81.4,3.3
G_1157,2.0,189.1,2.1
G_5558,3.6,86.6,2.5
G_3295,61.8,169.1,4.3
G_2983,55.8,128.0,6.4
G_5306,3.9,65.2,3.2
G_5162,4.3,69.9,4.1
G_2157,57.6,133.6,5.4
G_1063,4.7,217.7,1.8
G_2617,76.3,100.1,7.6
G_1168,3.8,224.0,1.9
G_3223,56.9,148.8,6.9
G_3637,43.5,128.5,6.9
G_2939,53.6,139.5,4.0
G_4492,5.2,73.9,3.2
G_3141,30.0,130.0,5.3
G_4981,2.4,63.1,2.5
G_144,3.3,226.1,2.2
G_3578,59.5,145.1,7.7
G_4947,6.6,75.8,1.6
G_2783,60.9,153.7,5.9
G_718,3.2,242.1,2.6
G_1820,1.5,190.4,1.9
G_2503,66.6,167.9,8.2
G_4361,8.1,79.8,1.7
G_4172,5.7,89.6,2.9
G_396,2.3,183.8,1.3
G_5798,6.5,77.3,4.0
G_4493,2.8,67.9,1.7
G_1366,2.8,268.8,1.3
G_5901,4.9,80.6,2.0
G_596,2.2,163.8,2.1
G_3953,55.9,112.2,6.4
G_5393,5.9,83.4,2.8
G_4969,5.5,78.1,1.9
G_2915,76.0,126.9,5.8
G_2327,52.2,126.8,7.2
G_3767,99.0,148.7,6.7
G_3441,86.5,94.8,7.0
G_3852,55.4,126.9,7.2
G_4133,2.9,88.6,1.7
G_5500,4.6,73.4,2.8
G_2144,70.2,120.7,5.8
G_5823,4.9,84.3,1.4
G_5074,5.9,91.2,2.2
G_1572,1.1,252.8,1.7
G_4080,6.5,81.7,2.1
G_1123,4.0,232.3,1.9
G_2787,74.6,142.6,8.6
G_2968,58.8,135.9,5.5
G_2505,76.0,102.6,7.0
G_3466,47.1,105.0,6.8
G_676,1.8,170.9,1.5
G_2809,54.4,139.7,6.0
G_3349,46.5,142.2,9.1
G_729,2.2,201.4,2.8
G_413,1.0,191.9,1.5
G_3147,68.8,125.0,6.0
G_1517,5.3,200.1,2.3
G_826,5.2,262.6,2.1
G_3268,61.2,91.5,8.2
G_3975,61.2,160.3,6.0
G_617,3.2,201.6,2.6
G_115,2.7,238.5,2.8
G_418,3.2,228.5,1.0
G_3070,30.0,144.5,7.6
G_1626,4.6,196.3,2.0
G_5940,5.5,62.8,2.8
G_4186,8.8,79.7,2.1
G_2897,49.2,140.6,4.7
G_5603,8.6,96.4,1.5
G_2083,78.3,119.4,7.4
G_754,4.6,216.2,1.8
G_2547,36.3,131.6,7.5
G_3970,77.0,115.4,4.0
G_3374,31.4,136.6,6.6
G_4108,9.0,79.7,3.1
G_2445,71.8,133.8,7.7
G_4381,4.8,73.9,1.7
G_1067,1.1,263.9,2.0
G_3914,68.1,145.9,5.9
G_5288,5.5,92.9,1.9
G_5388,8.4,83.0,3.3
G_3499,30.0,131.3,6.6
G_2739,104.0,159.6,6.4
G_5053,5.5,65.4,4.4
G_4001,7.3,72.8,3.2
G_1569,1.0,225.6,2.1
G_2428,82.5,111.9,6.2
G_3747,81.3,127.6,7.6
G_5562,5.3,73.8,4.0
G_1688,3.3,226.6,1.8
G_852,2.2,240.8,3.3
G_3547,60.2,143.4,7.3
G_896,4.0,300.0,2.0
G_4593,3.4,87.2,3.3
G_336,2.8,234.4,1.7
G_2840,56.1,141.8,6.1
G_3088,31.7,169.8,6.9
G_4612,8.3,76.3,2.2
G_1349,1.0,237.0,1.0
G_1016,3.3,246.0,1.7
G_2817,30.5,124.6,7.1
G_1632,1.7,204.1,2.4
G_2490,79.8,115.5,5.8
G_3731,83.1,104.5,5.5
G_3252,48.9,163.5,6.8
G_5556,4.2,64.4,3.0
G_2071,68.6,149.0,6.3
G_4453,6.1,74.1,2.6
G_5859,5.2,94.0,3.2
G_5409,9.1,73.5,1.0
G_1636,2.4,226.7,2.4
G_4647,7.4,85.3,3.6
G_2480,64.4,103.0,7.6
G_2266,62.1,126.1,7.6
G_2960,61.5,124.0,7.2
G_5324,5.0,79.5,3.7
G_5673,9.9,66.1,2.8
G_3060,70.3,153.0,8.2
G_5054,9.3,72.8,2.1
G_2142,59.3,115.3,8.1
G_5105,5.7,81.0,3.5
G_3119,47.4,128.3,8.6
G_5189,6.7,77.6,1.3
G_5665,5.9,82.5,1.7
G_4046,5.5,67.2,3.0
G_3357,64.6,143.2,7.1
G_2745,45.0,171.0,9.5
G_5093,5.9,86.9,2.9
G_3507,63.1,127.6,8.6
G_1680,2.4,217.9,1.8
G_4250,4.5,82.9,3.3
G_3148,30.0,120.4,7.5
G_2295,42.1,147.6,7.2
G_581,3.5,229.3,2.1
G_1471,4.8,217.7,2.8
G_4800,8.2,71.4,1.6
G_4071,6.4,73.9,1.7
G_5309,8.0,50.0,3.7
G_3344,46.4,138.9,7.0
G_4993,7.6,77.1,1.5
G_4584,8.2,72.0,3.2
G_3673,65.0,109.5,5.0
G_560,2.4,243.1,2.3
G_5238,6.8,76.6,2.9
G_5216,6.0,91.7,3.5
G_2850,45.1,143.4,6.1
G_513,2.6,233.7,1.7
G_4730,5.8,79.2,1.6
G_1082,2.5,223.5,2.1
G_1665,4.9,249.8,1.8
G_1013,6.1,187.8,2.0
G_1932,3.7,258.2,1.6
G_1151,1.5,241.0,3.1
G_2839,51.3,158.4,6.2
G_117,2.9,214.3,1.9
G_741,1.0,230.4,2.3
G_5762,5.7,72.0,2.5
G_5178,9.0,80.1,1.0
G_3676,48.9,159.7,5.8
G_831,1.0,177.4,2.4
G_120,4.1,215.2,1.5
G_4753,2.6,75.3,2.0
G_5729,5.6,67.2,2.5
G_5682,5.7,80.4,2.2
G_5929,7.6,73.5,4.2
G_636,1.0,246.8,1.0
G_4466,4.4,65.5,1.9
G_4365,6.5,62.3,2.6
G_4143,5.7,82.6,1.8
G_992,1.0,235.1,2.3
G_877,2.2,196.6,1.3
G_4870,2.7,80.3,2.1
G_5316,5.6,55.8,2.7
G_5223,6.8,68.4,2.3
G_005,2.6,172.7,1.3
G_3052,66.0,107.4,4.5
G_3125,80.1,142.1,8.6
G_2661,72.5,176.1,9.1
G_2492,46.4,110.6,7.1
G_5174,6.0,75.8,1.6
G_3855,45.0,118.6,6.2
G_4934,5.0,94.4,3.6
G_4778,7.5,64.7,2.9
G_1716,2.9,216.0,1.8
G_1149,5.4,217.2,2.4
G_3262,60.2,159.9,6.1
G_575,4.2,285.5,1.6
G_3770,77.5,94.5,5.4
G_3737,100.7,138.4,6.5
G_4147,7.1,63.7,3.9
G_854,4.8,225.5,2.1
G_1983,2.1,298.8,3.0
G_2775,43.5,158.7,10.0
G_4930,0.5,75.9,3.1
G_5212,5.1,70.3,2.4
G_1167,5.1,210.3,1.7
G_972,2.0,218.3,2.0
G_2702,57.8,118.2,7.9
G_4496,3.9,52.9,2.0
G_3848,61.0,135.0,5.0
G_2369,47.7,162.5,4.9
G_4116,6.4,78.9,3.7
G_4781,7.3,85.6,3.3
G_4132,5.6,82.2,1.6
G_2951,40.0,134.8,6.0
G_525,1.9,243.0,2.6
G_2456,44.9,144.6,6.3
G_5017,1.5,68.1,1.6
G_1842,1.0,202.3,1.4
G_538,2.4,243.0,1.8
G_2807,46.3,112.7,6.1
G_5597,5.3,79.0,2.0
G_4342,4.3,86.8,3.6
G_3176,65.4,122.4,7.8
G_785,3.8,207.8,3.4
G_4058,8.2,67.7,3.1
G_1410,2.6,271.2,2.6
G_2538,70.4,164.0,5.2
G_155,3.4,188.5,2.5
G_3010,81.7,153.0,6.9
G_1687,2.3,282.1,2.6
G_2902,60.8,134.3,6.2
G_5939,7.4,67.7,3.3
G_4722,4.6,84.9,1.2
G_3864,50.4,108.5,9.5
G_2734,49.8,92.4,6.2
G_1896,2.4,245.0,2.5
G_5443,5.1,90.4,2.4
G_570,2.5,214.1,2.0
G_1817,1.0,210.4,1.6
G_2066,55.9,131.8,6.9
G_128,2.2,247.9,2.9
G_3395,60.7,133.4,5.7
G_3328,66.1,151.5,8.0
G_5978,5.7,75.4,1.5
G_2976,60.4,111.7,7.4
G_981,4.2,226.6,1.4
G_2301,56.7,159.1,9.9
G_191,2.3,180.0,2.2
G_1140,4.1,213.3,1.7
G_5089,3.4,69.4,3.4
G_700,2.7,253.2,1.8
G_5730,5.8,69.9,2.4
G_607,1.8,204.9,1.8
G_4277,4.6,81.1,2.4
G_302,2.2,195.0,1.3
G_3421,53.6,135.8,7.3
G_5776,3.7,62.7,3.2
G_1061,4.2,227.9,1.8
G_2566,70.6,130.4,4.8
G_5989,3.1,77.7,1.9
G_1070,3.5,237.3,2.1
G_2525,76.8,95.1,7.3
G_2206,83.7,121.1,8.8
G_1244,1.5,246.5,2.3
G_017,1.5,213.4,1.8
G_3121,53.5,86.2,7.6
G_5980,5.5,86.3,3.4
G_4643,4.5,55.2,2.7
G_4755,1.5,85.2,3.3
G_816,1.0,240.4,1.9
G_3068,56.9,141.5,7.7
G_5994,2.2,71.4,2.8
G_5601,3.2,77.3,2.5
G_960,3.7,192.3,2.3
G_4894,3.5,58.8,1.8
G_226,4.6,253.0,2.3
G_3355,79.7,86.8,8.1
G_2486,97.5,145.1,7.1
G_563,4.3,196.9,1.6
G_3437,48.4,132.3,6.7
G_1694,1.0,246.4,1.5
G_1046,4.3,168.8,2.5
G_3447,71.6,114.0,6.4
G_4566,4.1,72.5,2.5
G_955,2.9,196.3,2.2
G_5977,6.8,82.9,4.1
G_2736,67.6,117.3,4.0
G_5885,7.8,70.1,2.8
G_4736,4.6,58.5,2.5
G_5779,3.7,65.2,2.2
G_1219,1.7,201.6,1.7
G_5255,4.6,68.9,1.9
G_5512,4.1,91.9,4.0
G_1528,5.3,271.7,2.0
G_3988,54.7,94.5,8.3
G_5920,9.0,68.5,3.2
G_1301,2.0,228.5,1.9
G_5870,6.3,80.2,2.7
G_161,1.5,192.2,2.0
G_4068,4.3,65.6,2.1
G_957,3.5,243.3,1.9
G_3792,48.1,136.7,9.3
G_3235,50.6,153.5,6.9
G_2870,40.2,102.7,7.9
G_3778,44.7,133.3,6.9
G_4434,5.7,77.4,3.0
G_4974,5.5,72.1,1.7
G_2962,63.5,127.2,5.1
G_2201,51.7,80.0,7.4
G_099,3.0,181.2,1.9
G_5835,2.6,70.8,2.8
G_2558,76.7,173.0,6.6
G_3184,46.0,136.7,6.4
G_254,4.5,219.7,1.5
G_3924,79.3,150.9,6.1
G_4200,5.0,73.1,2.6
G_1446,2.0,191.5,1.9
G_5540,4.3,78.6,2.2
G_1649,4.8,239.6,2.7
G_4683,6.4,84.4,1.7
G_4724,4.9,57.0,3.4
G_3992,59.6,133.8,4.8
G_1697,1.5,205.7,1.8
G_3192,60.5,93.8,6.6
G_4500,2.7,81.8,3.3
G_1155,5.5,194.0,1.6
G_2256,30.0,158.5,5.0
G_1683,1.6,224.5,1.5
G_3171,52.7,108.0,8.3
G_2057,61.1,131.6,6.7
G_4091,6.2,74.8,2.6
G_5854,3.6,65.0,1.9
G_3109,30.0,160.6,6.7
G_4549,4.4,80.7,3.7
G_3724,60.2,130.5,5.0
G_5424,4.4,66.8,2.7
G_2050,47.1,131.7,7.7
G_4977,6.6,65.4,3.4
G_3644,60.1,131.3,4.0
G_5915,5.2,77.0,2.0
G_624,5.0,255.3,2.4
G_263,1.0,250.9,2.4
G_5731,5.5,50.0,1.3
G_3370,52.4,137.4,8.9
G_4062,2.3,67.8,3.6
G_5535,5.9,71.5,1.6
G_1803,1.9,189.6,1.8
G_4737,3.5,79.3,2.3
G_5987,5.2,66.5,3.4
G_2386,79.0,100.8,6.8
G_1960,3.3,224.7,3.0
G_2977,64.8,136.1,8.1
G_489,5.5,220.6,2.4
G_1844,3.1,185.7,1.0
G_1735,4.2,239.8,1.7
G_2912,80.1,113.6,7.5
G_3220,33.9,121.7,6.4
G_147,1.1,180.0,2.2
G_5631,3.5,86.4,1.7
G_1987,4.1,233.8,1.6
G_1370,1.7,223.3,2.8
G_2812,38.5,136.6,7.3
G_660,2.8,233.8,1.6
G_1795,3.3,220.2,1.9
G_2512,73.2,141.7,7.0
G_3398,62.1,120.5,5.8
G_4283,6.3,76.6,3.2
G_1148,1.0,202.2,1.9
G_3273,73.6,110.0,5.9
G_609,1.0,242.4,2.3
G_3583,59.6,99.3,6.3
G_1931,1.2,236.8,1.5
G_198,3.2,220.5,1.2
G_2932,72.8,133.5,9.8
G_2328,69.3,125.1,7.7
G_4390,4.8,68.7,2.0
G_767,2.9,219.2,1.4
G_4497,6.8,68.5,3.0
G_4219,5.1,82.7,1.9
G_3256,87.3,120.5,7.9
G_203,4.6,238.0,1.5
G_3511,86.2,82.2,8.5
G_4932,3.7,61.6,3.1
G_5536,6.8,94.5,2.5
G_1734,2.5,223.6,1.9
G_2778,64.9,152.8,6.5
G_1708,5.8,253.8,2.1
G_5173,3.8,63.7,1.6
G_5250,1.9,67.7,3.3
G_5758,2.0,84.9,2.5
G_3475,58.6,87.5,6.3
G_855,5.1,250.4,2.6
G_5686,7.9,77.4,3.0
G_4738,3.7,67.0,1.8
G_4098,3.8,84.2,4.5
G_2161,62.2,127.2,4.8
G_699,4.4,235.6,2.1
G_5937,2.9,62.4,3.7
